AID,package name,class token,class name,method token,method name,method signature
A0000000620102,javacard.security,20,RSAPrivateKey,0,isInitialized,()
A0000000620102,javacard.security,20,RSAPrivateKey,1,clearKey,()
A0000000620102,javacard.security,20,RSAPrivateKey,2,getType,()
A0000000620102,javacard.security,20,RSAPrivateKey,3,getSize,()
A0000000620102,javacard.security,20,RSAPrivateKey,4,setModulus,(byte[];short;short)
A0000000620102,javacard.security,20,RSAPrivateKey,5,setExponent,(byte[];short;short)
A0000000620102,javacard.security,20,RSAPrivateKey,6,getModulus,(byte[];short)
A0000000620102,javacard.security,20,RSAPrivateKey,7,getExponent,(byte[];short)
A0000000620102,javacard.security,21,RSAPublicKey,0,isInitialized,()
A0000000620102,javacard.security,21,RSAPublicKey,1,clearKey,()
A0000000620102,javacard.security,21,RSAPublicKey,2,getType,()
A0000000620102,javacard.security,21,RSAPublicKey,3,getSize,()
A0000000620102,javacard.security,21,RSAPublicKey,4,setModulus,(byte[];short;short)
A0000000620102,javacard.security,21,RSAPublicKey,5,setExponent,(byte[];short;short)
A0000000620102,javacard.security,21,RSAPublicKey,6,getModulus,(byte[];short)
A0000000620102,javacard.security,21,RSAPublicKey,7,getExponent,(byte[];short)
A0000000620102,javacard.security,22,SM2KeyAgreementParameterSpec,0,getInitiatorID,()
A0000000620102,javacard.security,22,SM2KeyAgreementParameterSpec,1,getResponderID,()
A0000000620102,javacard.security,22,SM2KeyAgreementParameterSpec,2,isInitiator,()
A0000000620102,javacard.security,22,SM2KeyAgreementParameterSpec,3,getLength,()
A0000000620102,javacard.security,22,SM2KeyAgreementParameterSpec,4,getEphemeralPrivateKey,()
A0000000620102,javacard.security,22,SM2KeyAgreementParameterSpec,5,getEphemeralPublicKey,()
A0000000620102,javacard.security,22,SM2KeyAgreementParameterSpec,6,getConfirmationValue,()
A0000000620102,javacard.security,23,SM4Key,0,isInitialized,()
A0000000620102,javacard.security,23,SM4Key,1,clearKey,()
A0000000620102,javacard.security,23,SM4Key,2,getType,()
A0000000620102,javacard.security,23,SM4Key,3,getSize,()
A0000000620102,javacard.security,23,SM4Key,4,setKey,(byte[];short)
A0000000620102,javacard.security,23,SM4Key,5,getKey,(byte[];short)
A0000000620102,javacard.security,24,AESKey,0,isInitialized,()
A0000000620102,javacard.security,24,AESKey,1,clearKey,()
A0000000620102,javacard.security,24,AESKey,2,getType,()
A0000000620102,javacard.security,24,AESKey,3,getSize,()
A0000000620102,javacard.security,24,AESKey,4,setKey,(byte[];short)
A0000000620102,javacard.security,24,AESKey,5,getKey,(byte[];short)
A0000000620102,javacard.security,25,SignatureMessageRecovery,0,init,(javacard.security.Key;byte)
A0000000620102,javacard.security,25,SignatureMessageRecovery,1,beginVerify,(byte[];short;short)
A0000000620102,javacard.security,25,SignatureMessageRecovery,2,sign,(byte[];short;short;byte[];short;short[];short)
A0000000620102,javacard.security,25,SignatureMessageRecovery,3,verify,(byte[];short;short)
A0000000620102,javacard.security,25,SignatureMessageRecovery,4,getAlgorithm,()
A0000000620102,javacard.security,25,SignatureMessageRecovery,5,getLength,()
A0000000620102,javacard.security,25,SignatureMessageRecovery,6,update,(byte[];short;short)
A0000000620102,javacard.security,26,XECKey,0,getParams,()
A0000000620102,javacard.security,26,XECKey,1,getEncodingLength,()
A0000000620102,javacard.security,26,XECKey,2,getEncoded,(byte[];short)
A0000000620102,javacard.security,26,XECKey,3,setEncoded,(byte[];short;short)
A0000000620102,javacard.security,27,XECPrivateKey,0,getParams,()
A0000000620102,javacard.security,27,XECPrivateKey,1,getEncodingLength,()
A0000000620102,javacard.security,27,XECPrivateKey,2,getEncoded,(byte[];short)
A0000000620102,javacard.security,27,XECPrivateKey,3,setEncoded,(byte[];short;short)
A0000000620102,javacard.security,27,XECPrivateKey,4,isInitialized,()
A0000000620102,javacard.security,27,XECPrivateKey,5,clearKey,()
A0000000620102,javacard.security,27,XECPrivateKey,6,getType,()
A0000000620102,javacard.security,27,XECPrivateKey,7,getSize,()
A0000000620102,javacard.security,28,XECPublicKey,0,getParams,()
A0000000620102,javacard.security,28,XECPublicKey,1,getEncodingLength,()
A0000000620102,javacard.security,28,XECPublicKey,2,getEncoded,(byte[];short)
A0000000620102,javacard.security,28,XECPublicKey,3,setEncoded,(byte[];short;short)
A0000000620102,javacard.security,28,XECPublicKey,4,isInitialized,()
A0000000620102,javacard.security,28,XECPublicKey,5,clearKey,()
A0000000620102,javacard.security,28,XECPublicKey,6,getType,()
A0000000620102,javacard.security,28,XECPublicKey,7,getSize,()
A0000000620102,javacard.security,29,KeyAgreement,0,getInstance,(byte;boolean)
A0000000620102,javacard.security,29,KeyAgreement,1,init,(javacard.security.PrivateKey)
A0000000620102,javacard.security,29,KeyAgreement,2,init,(javacard.security.PrivateKey;javacard.security.AlgorithmParameterSpec)
A0000000620102,javacard.security,29,KeyAgreement,3,getAlgorithm,()
A0000000620102,javacard.security,29,KeyAgreement,4,generateSecret,(byte[];short;short;byte[];short)
A0000000620102,javacard.security,30,KeyBuilder,0,buildKey,(byte;short;boolean)
A0000000620102,javacard.security,30,KeyBuilder,1,buildXECKey,(javacard.security.NamedParameterSpec;short;boolean)
A0000000620102,javacard.security,30,KeyBuilder,2,buildKey,(byte;byte;short;boolean)
A0000000620102,javacard.security,30,KeyBuilder,3,getMemoryType,(javacard.security.Key)
A0000000620102,javacard.security,30,KeyBuilder,4,buildKeyWithSharedDomain,(byte;byte;javacard.security.Key;boolean)
A0000000620102,javacard.security,31,KeyPair,1,genKeyPair,()
A0000000620102,javacard.security,31,KeyPair,2,genKeyPair,(javacard.security.AlgorithmParameterSpec)
A0000000620102,javacard.security,31,KeyPair,3,getPublic,()
A0000000620102,javacard.security,31,KeyPair,4,getPrivate,()
A0000000620102,javacard.security,32,RandomData,0,getInstance,(byte)
A0000000620102,javacard.security,32,RandomData,1,getInstance,(byte;boolean)
A0000000620102,javacard.security,32,RandomData,1,generateData,(byte[];short;short)
A0000000620102,javacard.security,32,RandomData,2,nextBytes,(byte[];short;short)
A0000000620102,javacard.security,32,RandomData,3,setSeed,(byte[];short;short)
A0000000620102,javacard.security,32,RandomData,4,getAlgorithm,()
A0000000620102,javacard.security,33,RandomData.OneShot,0,open,(byte)
A0000000620102,javacard.security,33,RandomData.OneShot,1,generateData,(byte[];short;short)
A0000000620102,javacard.security,33,RandomData.OneShot,2,nextBytes,(byte[];short;short)
A0000000620102,javacard.security,33,RandomData.OneShot,3,setSeed,(byte[];short;short)
A0000000620102,javacard.security,33,RandomData.OneShot,4,getAlgorithm,()
A0000000620102,javacard.security,33,RandomData.OneShot,5,close,()
A0000000620102,javacard.security,34,CryptoException,1,throwIt,(short)
A0000000620102,javacard.security,34,CryptoException,1,getReason,()
A0000000620102,javacard.security,34,CryptoException,2,setReason,(short)
A0000000620102,javacard.security,35,MessageDigest,0,getInstance,(byte;boolean)
A0000000620102,javacard.security,35,MessageDigest,1,getInitializedMessageDigestInstance,(byte;boolean)
A0000000620102,javacard.security,35,MessageDigest,2,isIntermediateMessageDigestSupported,(byte)
A0000000620102,javacard.security,35,MessageDigest,1,getAlgorithm,()
A0000000620102,javacard.security,35,MessageDigest,2,getLength,()
A0000000620102,javacard.security,35,MessageDigest,3,doIntermediateMessageDigest,(byte[];short)
A0000000620102,javacard.security,35,MessageDigest,4,doFinal,(byte[];short;short;byte[];short)
A0000000620102,javacard.security,35,MessageDigest,5,update,(byte[];short;short)
A0000000620102,javacard.security,35,MessageDigest,6,reset,()
A0000000620102,javacard.security,36,MessageDigest.OneShot,0,open,(byte)
A0000000620102,javacard.security,36,MessageDigest.OneShot,1,getAlgorithm,()
A0000000620102,javacard.security,36,MessageDigest.OneShot,2,getLength,()
A0000000620102,javacard.security,36,MessageDigest.OneShot,3,doIntermediateMessageDigest,(byte[];short)
A0000000620102,javacard.security,36,MessageDigest.OneShot,4,doFinal,(byte[];short;short;byte[];short)
A0000000620102,javacard.security,36,MessageDigest.OneShot,5,update,(byte[];short;short)
A0000000620102,javacard.security,36,MessageDigest.OneShot,6,reset,()
A0000000620102,javacard.security,36,MessageDigest.OneShot,7,close,()
A0000000620102,javacard.security,37,Signature,0,getInstance,(byte;boolean)
A0000000620102,javacard.security,37,Signature,1,getInstance,(byte;byte;byte;boolean)
A0000000620102,javacard.security,37,Signature,1,init,(javacard.security.Key;byte)
A0000000620102,javacard.security,37,Signature,2,init,(javacard.security.Key;byte;byte[];short;short)
A0000000620102,javacard.security,37,Signature,3,setInitialDigest,(byte[];short;short;byte[];short;short)
A0000000620102,javacard.security,37,Signature,4,getAlgorithm,()
A0000000620102,javacard.security,37,Signature,5,getMessageDigestAlgorithm,()
A0000000620102,javacard.security,37,Signature,6,getCipherAlgorithm,()
A0000000620102,javacard.security,37,Signature,7,getPaddingAlgorithm,()
A0000000620102,javacard.security,37,Signature,8,getLength,()
A0000000620102,javacard.security,37,Signature,9,update,(byte[];short;short)
A0000000620102,javacard.security,37,Signature,10,sign,(byte[];short;short;byte[];short)
A0000000620102,javacard.security,37,Signature,11,signPreComputedHash,(byte[];short;short;byte[];short)
A0000000620102,javacard.security,37,Signature,12,verify,(byte[];short;short;byte[];short;short)
A0000000620102,javacard.security,37,Signature,13,verifyPreComputedHash,(byte[];short;short;byte[];short;short)
A0000000620102,javacard.security,38,Signature.OneShot,0,open,(byte;byte;byte)
A0000000620102,javacard.security,38,Signature.OneShot,1,init,(javacard.security.Key;byte)
A0000000620102,javacard.security,38,Signature.OneShot,2,init,(javacard.security.Key;byte;byte[];short;short)
A0000000620102,javacard.security,38,Signature.OneShot,3,setInitialDigest,(byte[];short;short;byte[];short;short)
A0000000620102,javacard.security,38,Signature.OneShot,4,getAlgorithm,()
A0000000620102,javacard.security,38,Signature.OneShot,5,getMessageDigestAlgorithm,()
A0000000620102,javacard.security,38,Signature.OneShot,6,getCipherAlgorithm,()
A0000000620102,javacard.security,38,Signature.OneShot,7,getPaddingAlgorithm,()
A0000000620102,javacard.security,38,Signature.OneShot,8,getLength,()
A0000000620102,javacard.security,38,Signature.OneShot,9,update,(byte[];short;short)
A0000000620102,javacard.security,38,Signature.OneShot,10,sign,(byte[];short;short;byte[];short)
A0000000620102,javacard.security,38,Signature.OneShot,11,signPreComputedHash,(byte[];short;short;byte[];short)
A0000000620102,javacard.security,38,Signature.OneShot,12,verify,(byte[];short;short;byte[];short;short)
A0000000620102,javacard.security,38,Signature.OneShot,13,verifyPreComputedHash,(byte[];short;short;byte[];short;short)
A0000000620102,javacard.security,38,Signature.OneShot,14,close,()
A0000000620102,javacard.security,39,NamedParameterSpec,0,getInstance,(short)
A0000000620102,javacard.security,39,NamedParameterSpec,1,getName,()
A0000000620102,javacard.security,40,InitializedMessageDigest,1,getAlgorithm,()
A0000000620102,javacard.security,40,InitializedMessageDigest,2,getLength,()
A0000000620102,javacard.security,40,InitializedMessageDigest,3,doIntermediateMessageDigest,(byte[];short)
A0000000620102,javacard.security,40,InitializedMessageDigest,4,doFinal,(byte[];short;short;byte[];short)
A0000000620102,javacard.security,40,InitializedMessageDigest,5,update,(byte[];short;short)
A0000000620102,javacard.security,40,InitializedMessageDigest,6,reset,()
A0000000620102,javacard.security,40,InitializedMessageDigest,7,setInitialDigest,(byte[];short;short;byte[];short;short)
A0000000620102,javacard.security,41,InitializedMessageDigest.OneShot,0,open,(byte)
A0000000620102,javacard.security,41,InitializedMessageDigest.OneShot,1,getAlgorithm,()
A0000000620102,javacard.security,41,InitializedMessageDigest.OneShot,2,getLength,()
A0000000620102,javacard.security,41,InitializedMessageDigest.OneShot,3,doIntermediateMessageDigest,(byte[];short)
A0000000620102,javacard.security,41,InitializedMessageDigest.OneShot,4,doFinal,(byte[];short;short;byte[];short)
A0000000620102,javacard.security,41,InitializedMessageDigest.OneShot,5,update,(byte[];short;short)
A0000000620102,javacard.security,41,InitializedMessageDigest.OneShot,6,reset,()
A0000000620102,javacard.security,41,InitializedMessageDigest.OneShot,7,setInitialDigest,(byte[];short;short;byte[];short;short)
A0000000620102,javacard.security,41,InitializedMessageDigest.OneShot,8,close,()
A0000000620102,javacard.security,42,Checksum,0,getInstance,(byte;boolean)
A0000000620102,javacard.security,42,Checksum,1,init,(byte[];short;short)
A0000000620102,javacard.security,42,Checksum,2,getAlgorithm,()
A0000000620102,javacard.security,42,Checksum,3,doFinal,(byte[];short;short;byte[];short)
A0000000620102,javacard.security,42,Checksum,4,update,(byte[];short;short)
A0000000620204,javacardx.biometry1toN,0,BioMatcher,0,isInitialized,()
A0000000620204,javacardx.biometry1toN,0,BioMatcher,1,isValidated,()
A0000000620204,javacardx.biometry1toN,0,BioMatcher,2,reset,()
A0000000620204,javacardx.biometry1toN,0,BioMatcher,3,getTriesRemaining,()
A0000000620204,javacardx.biometry1toN,0,BioMatcher,4,getBioType,()
A0000000620204,javacardx.biometry1toN,0,BioMatcher,5,getVersion,(byte[];short)
A0000000620204,javacardx.biometry1toN,0,BioMatcher,6,initMatch,(byte[];short;short)
A0000000620204,javacardx.biometry1toN,0,BioMatcher,7,match,(byte[];short;short)
A0000000620204,javacardx.biometry1toN,0,BioMatcher,8,getMaxNbOfBioTemplateData,()
A0000000620204,javacardx.biometry1toN,0,BioMatcher,9,getIndexOfLastMatchingBioTemplateData,()
A0000000620204,javacardx.biometry1toN,0,BioMatcher,10,getBioTemplateData,(short)
A0000000620204,javacardx.biometry1toN,1,BioTemplateData,0,getBioType,()
A0000000620204,javacardx.biometry1toN,1,BioTemplateData,1,isInitialized,()
A0000000620204,javacardx.biometry1toN,1,BioTemplateData,2,getPublicData,(short;byte[];short;short)
A0000000620204,javacardx.biometry1toN,2,OwnerBioMatcher,0,isInitialized,()
A0000000620204,javacardx.biometry1toN,2,OwnerBioMatcher,1,isValidated,()
A0000000620204,javacardx.biometry1toN,2,OwnerBioMatcher,2,reset,()
A0000000620204,javacardx.biometry1toN,2,OwnerBioMatcher,3,getTriesRemaining,()
A0000000620204,javacardx.biometry1toN,2,OwnerBioMatcher,4,getBioType,()
A0000000620204,javacardx.biometry1toN,2,OwnerBioMatcher,5,getVersion,(byte[];short)
A0000000620204,javacardx.biometry1toN,2,OwnerBioMatcher,6,initMatch,(byte[];short;short)
A0000000620204,javacardx.biometry1toN,2,OwnerBioMatcher,7,match,(byte[];short;short)
A0000000620204,javacardx.biometry1toN,2,OwnerBioMatcher,8,getMaxNbOfBioTemplateData,()
A0000000620204,javacardx.biometry1toN,2,OwnerBioMatcher,9,getIndexOfLastMatchingBioTemplateData,()
A0000000620204,javacardx.biometry1toN,2,OwnerBioMatcher,10,getBioTemplateData,(short)
A0000000620204,javacardx.biometry1toN,2,OwnerBioMatcher,11,putBioTemplateData,(short;javacardx.biometry1toN.BioTemplateData)
A0000000620204,javacardx.biometry1toN,2,OwnerBioMatcher,12,resetUnblockAndSetTryLimit,(byte)
A0000000620204,javacardx.biometry1toN,2,OwnerBioMatcher,13,getBioTemplateData,(short)
A0000000620204,javacardx.biometry1toN,3,OwnerBioTemplateData,0,getBioType,()
A0000000620204,javacardx.biometry1toN,3,OwnerBioTemplateData,1,isInitialized,()
A0000000620204,javacardx.biometry1toN,3,OwnerBioTemplateData,2,getPublicData,(short;byte[];short;short)
A0000000620204,javacardx.biometry1toN,3,OwnerBioTemplateData,3,init,(byte[];short;short)
A0000000620204,javacardx.biometry1toN,3,OwnerBioTemplateData,4,update,(byte[];short;short)
A0000000620204,javacardx.biometry1toN,3,OwnerBioTemplateData,5,doFinal,()
A0000000620204,javacardx.biometry1toN,3,OwnerBioTemplateData,6,clear,()
A0000000620204,javacardx.biometry1toN,4,SharedBioMatcher,0,isInitialized,()
A0000000620204,javacardx.biometry1toN,4,SharedBioMatcher,1,isValidated,()
A0000000620204,javacardx.biometry1toN,4,SharedBioMatcher,2,reset,()
A0000000620204,javacardx.biometry1toN,4,SharedBioMatcher,3,getTriesRemaining,()
A0000000620204,javacardx.biometry1toN,4,SharedBioMatcher,4,getBioType,()
A0000000620204,javacardx.biometry1toN,4,SharedBioMatcher,5,getVersion,(byte[];short)
A0000000620204,javacardx.biometry1toN,4,SharedBioMatcher,6,initMatch,(byte[];short;short)
A0000000620204,javacardx.biometry1toN,4,SharedBioMatcher,7,match,(byte[];short;short)
A0000000620204,javacardx.biometry1toN,4,SharedBioMatcher,8,getMaxNbOfBioTemplateData,()
A0000000620204,javacardx.biometry1toN,4,SharedBioMatcher,9,getIndexOfLastMatchingBioTemplateData,()
A0000000620204,javacardx.biometry1toN,4,SharedBioMatcher,10,getBioTemplateData,(short)
A0000000620204,javacardx.biometry1toN,5,SharedBioTemplateData,0,getBioType,()
A0000000620204,javacardx.biometry1toN,5,SharedBioTemplateData,1,isInitialized,()
A0000000620204,javacardx.biometry1toN,5,SharedBioTemplateData,2,getPublicData,(short;byte[];short;short)
A0000000620204,javacardx.biometry1toN,6,Bio1toNBuilder,0,buildBioMatcher,(short;byte;byte)
A0000000620204,javacardx.biometry1toN,6,Bio1toNBuilder,1,buildBioMatcher,(short;byte;byte;byte[];byte)
A0000000620204,javacardx.biometry1toN,6,Bio1toNBuilder,2,buildBioTemplateData,(byte)
A0000000620204,javacardx.biometry1toN,6,Bio1toNBuilder,3,buildBioTemplateData,(byte;byte[])
A0000000620204,javacardx.biometry1toN,7,Bio1toNException,1,throwIt,(short)
A0000000620204,javacardx.biometry1toN,7,Bio1toNException,1,getReason,()
A0000000620204,javacardx.biometry1toN,7,Bio1toNException,2,setReason,(short)
A0000000620209,javacardx.apdu,0,ExtendedLength,,,
A000000062020901,javacardx.apdu.util,0,APDUUtil,0,getCLAChannel,(byte)
A000000062020901,javacardx.apdu.util,0,APDUUtil,1,isSecureMessagingCLA,(byte)
A000000062020901,javacardx.apdu.util,0,APDUUtil,2,isCommandChainingCLA,(byte)
A000000062020901,javacardx.apdu.util,0,APDUUtil,3,isISOInterindustryCLA,(byte)
A000000062020901,javacardx.apdu.util,0,APDUUtil,4,isValidCLA,(byte)
A000000062020801,javacardx.framework.util,0,ArrayLogic,0,arrayCopyRepack,(java.lang.Object;short;short;java.lang.Object;short)
A000000062020801,javacardx.framework.util,0,ArrayLogic,1,arrayCopyRepackNonAtomic,(java.lang.Object;short;short;java.lang.Object;short)
A000000062020801,javacardx.framework.util,0,ArrayLogic,2,arrayFillGeneric,(java.lang.Object;short;short;java.lang.Object;short)
A000000062020801,javacardx.framework.util,0,ArrayLogic,3,arrayFillGenericNonAtomic,(java.lang.Object;short;short;java.lang.Object;short)
A000000062020801,javacardx.framework.util,0,ArrayLogic,4,arrayCompareGeneric,(java.lang.Object;short;java.lang.Object;short;short)
A000000062020801,javacardx.framework.util,0,ArrayLogic,5,arrayFindGeneric,(java.lang.Object;short;byte[];short)
A000000062020801,javacardx.framework.util,1,UtilException,1,throwIt,(short)
A000000062020801,javacardx.framework.util,1,UtilException,1,getReason,()
A000000062020801,javacardx.framework.util,1,UtilException,2,setReason,(short)
A00000006202080101,javacardx.framework.util.intx,0,JCint,0,makeInt,(byte;byte;byte;byte)
A00000006202080101,javacardx.framework.util.intx,0,JCint,1,makeInt,(short;short)
A00000006202080101,javacardx.framework.util.intx,0,JCint,2,getInt,(byte[];short)
A00000006202080101,javacardx.framework.util.intx,0,JCint,3,setInt,(byte[];short;int)
A00000006202080101,javacardx.framework.util.intx,0,JCint,4,makeTransientIntArray,(short;byte)
A00000006202080101,javacardx.framework.util.intx,0,JCint,5,makeIntArrayView,(int[];short;short;short;javacard.framework.Shareable)
A000000062020802,javacardx.framework.math,0,BCDUtil,1,getMaxBytesSupported,()
A000000062020802,javacardx.framework.math,0,BCDUtil,2,convertToHex,(byte[];short;short;byte[];short)
A000000062020802,javacardx.framework.math,0,BCDUtil,3,convertToBCD,(byte[];short;short;byte[];short)
A000000062020802,javacardx.framework.math,0,BCDUtil,4,isBCDFormat,(byte[];short;short)
A000000062020802,javacardx.framework.math,1,BigNumber,1,getMaxBytesSupported,()
A000000062020802,javacardx.framework.math,1,BigNumber,1,setMaximum,(byte[];short;short;byte)
A000000062020802,javacardx.framework.math,1,BigNumber,2,init,(byte[];short;short;byte)
A000000062020802,javacardx.framework.math,1,BigNumber,3,add,(byte[];short;short;byte)
A000000062020802,javacardx.framework.math,1,BigNumber,4,subtract,(byte[];short;short;byte)
A000000062020802,javacardx.framework.math,1,BigNumber,5,multiply,(byte[];short;short;byte)
A000000062020802,javacardx.framework.math,1,BigNumber,6,compareTo,(javacardx.framework.math.BigNumber)
A000000062020802,javacardx.framework.math,1,BigNumber,7,compareTo,(byte[];short;short;byte)
A000000062020802,javacardx.framework.math,1,BigNumber,8,toBytes,(byte[];short;short;byte)
A000000062020802,javacardx.framework.math,1,BigNumber,9,getByteLength,(byte)
A000000062020802,javacardx.framework.math,1,BigNumber,10,reset,()
A000000062020802,javacardx.framework.math,2,ParityBit,1,set,(byte[];short;short;boolean)
A000000062020806,javacardx.framework.nio,0,Buffer,1,capacity,()
A000000062020806,javacardx.framework.nio,0,Buffer,2,position,()
A000000062020806,javacardx.framework.nio,0,Buffer,3,position,(int)
A000000062020806,javacardx.framework.nio,0,Buffer,4,limit,()
A000000062020806,javacardx.framework.nio,0,Buffer,5,limit,(int)
A000000062020806,javacardx.framework.nio,0,Buffer,6,clear,()
A000000062020806,javacardx.framework.nio,0,Buffer,7,flip,()
A000000062020806,javacardx.framework.nio,0,Buffer,8,rewind,()
A000000062020806,javacardx.framework.nio,0,Buffer,9,remaining,()
A000000062020806,javacardx.framework.nio,0,Buffer,10,hasRemaining,()
A000000062020806,javacardx.framework.nio,0,Buffer,11,isReadOnly,()
A000000062020806,javacardx.framework.nio,0,Buffer,12,hasArray,()
A000000062020806,javacardx.framework.nio,0,Buffer,13,array,()
A000000062020806,javacardx.framework.nio,0,Buffer,14,arrayOffset,()
A000000062020806,javacardx.framework.nio,0,Buffer,15,isDirect,()
A000000062020806,javacardx.framework.nio,0,Buffer,16,slice,()
A000000062020806,javacardx.framework.nio,1,BufferOverflowException,,,
A000000062020806,javacardx.framework.nio,2,BufferUnderflowException,,,
A000000062020806,javacardx.framework.nio,3,ByteBuffer,0,allocateDirect,(int)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,1,wrap,(byte[];int;int)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,2,wrap,(byte[])
A000000062020806,javacardx.framework.nio,3,ByteBuffer,1,capacity,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,2,position,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,3,position,(int)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,4,limit,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,5,limit,(int)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,6,clear,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,7,flip,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,8,rewind,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,9,remaining,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,10,hasRemaining,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,11,isReadOnly,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,12,hasArray,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,13,array,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,14,arrayOffset,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,15,isDirect,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,16,slice,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,17,order,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,18,order,(javacardx.framework.nio.ByteOrder)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,19,array,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,20,compareTo,(javacardx.framework.nio.ByteBuffer)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,21,get,(byte[];int;int)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,22,get,(byte[])
A000000062020806,javacardx.framework.nio,3,ByteBuffer,23,put,(javacardx.framework.nio.ByteBuffer)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,24,put,(byte[])
A000000062020806,javacardx.framework.nio,3,ByteBuffer,25,put,(byte[];int;int)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,26,get,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,27,put,(byte)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,28,get,(int)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,29,put,(int;byte)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,30,getShort,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,31,putShort,(short)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,32,getShort,(int)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,33,putShort,(int;short)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,34,getInt,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,35,putInt,(int)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,36,getInt,(int)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,37,putInt,(int;int)
A000000062020806,javacardx.framework.nio,3,ByteBuffer,38,asReadOnlyBuffer,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,39,compact,()
A000000062020806,javacardx.framework.nio,3,ByteBuffer,40,slice,()
A000000062020806,javacardx.framework.nio,4,ByteOrder,,,
A000000062020806,javacardx.framework.nio,5,ReadOnlyBufferException,,,
A000000062020807,javacardx.framework.time,0,DateTimeException,1,throwIt,(short)
A000000062020807,javacardx.framework.time,0,DateTimeException,1,getReason,()
A000000062020807,javacardx.framework.time,0,DateTimeException,2,setReason,(short)
A000000062020807,javacardx.framework.time,1,SysTime,0,uptime,(javacardx.framework.time.TimeDuration)
A000000062020807,javacardx.framework.time,2,TimeDuration,0,getInstance,(byte)
A000000062020807,javacardx.framework.time,2,TimeDuration,1,getInstance,(byte;short;short)
A000000062020807,javacardx.framework.time,2,TimeDuration,1,getMemoryType,()
A000000062020807,javacardx.framework.time,2,TimeDuration,2,isNegative,()
A000000062020807,javacardx.framework.time,2,TimeDuration,3,abs,()
A000000062020807,javacardx.framework.time,2,TimeDuration,4,neg,()
A000000062020807,javacardx.framework.time,2,TimeDuration,5,reset,()
A000000062020807,javacardx.framework.time,2,TimeDuration,6,compareTo,(javacardx.framework.time.TimeDuration)
A000000062020807,javacardx.framework.time,2,TimeDuration,7,compareTo,(short;short)
A000000062020807,javacardx.framework.time,2,TimeDuration,8,minus,(javacardx.framework.time.TimeDuration)
A000000062020807,javacardx.framework.time,2,TimeDuration,9,minus,(short;short)
A000000062020807,javacardx.framework.time,2,TimeDuration,10,plus,(javacardx.framework.time.TimeDuration)
A000000062020807,javacardx.framework.time,2,TimeDuration,11,plus,(short;short)
A000000062020807,javacardx.framework.time,2,TimeDuration,12,set,(byte[];short;short;short)
A000000062020807,javacardx.framework.time,2,TimeDuration,13,toBytes,(byte[];short;short;short)
A000000062020807,javacardx.framework.time,2,TimeDuration,14,getByteLength,(short)
A000000062020805,javacardx.framework.event,0,EventListener,,,
A000000062020805,javacardx.framework.event,1,EventSource,,,
A000000062020805,javacardx.framework.event,2,EventRegistry,0,getEventRegistry,(javacardx.framework.event.EventSource)
A000000062020805,javacardx.framework.event,2,EventRegistry,1,register,(javacardx.framework.event.EventListener)
A000000062020805,javacardx.framework.event,2,EventRegistry,2,unregister,(javacardx.framework.event.EventListener)
A000000062020803,javacardx.framework.tlv,0,BERTLV,1,getInstance,(byte[];short;short)
A000000062020803,javacardx.framework.tlv,0,BERTLV,2,verifyFormat,(byte[];short;short)
A000000062020803,javacardx.framework.tlv,0,BERTLV,3,getTag,(byte[];short;byte[];short)
